episode_id,failure_mode,service,elapsed_s,timestamp,span_id,parent_span_id,span_name,db_operation_type,span_duration_ms,span_status,peer_service,service_version,trace_id
ep_00000_NONE,NONE,auth-service,0,1700327285,2ea5018a-5dd9-488e-aadf-1acd9dbdf5b4,,HTTP request,,24.41,OK,,v2.0.1,a2d3c693-46e9-4d49-8b66-d6921281b60c
ep_00000_NONE,NONE,auth-service,0,1700327285,6811d69e-21b8-43d1-84be-9a63d69ec9bb,2ea5018a-5dd9-488e-aadf-1acd9dbdf5b4,cache.get,,2.58,OK,,v2.0.1,a2d3c693-46e9-4d49-8b66-d6921281b60c
ep_00000_NONE,NONE,auth-service,0,1700327285,95ad90a4-f5ab-473a-905d-6665d6ce56af,2ea5018a-5dd9-488e-aadf-1acd9dbdf5b4,db.query,READ,12.53,OK,,v2.0.1,a2d3c693-46e9-4d49-8b66-d6921281b60c
ep_00000_NONE,NONE,auth-service,8,1700327293,ce34a97e-73fa-4c3f-9947-1c012b78e6ae,,HTTP request,,30.91,OK,,v2.0.1,061921ce-f4df-4b55-84e4-8ef134cf428c
ep_00000_NONE,NONE,auth-service,8,1700327293,9e7afe12-2d4b-4a95-84f6-33f2bdaceb6a,ce34a97e-73fa-4c3f-9947-1c012b78e6ae,cache.get,,3.55,OK,,v2.0.1,061921ce-f4df-4b55-84e4-8ef134cf428c
ep_00000_NONE,NONE,auth-service,8,1700327293,bbd8ef69-5cc5-41e6-942f-6c605ba5780f,ce34a97e-73fa-4c3f-9947-1c012b78e6ae,db.query,WRITE,16.29,OK,,v2.0.1,061921ce-f4df-4b55-84e4-8ef134cf428c
ep_00000_NONE,NONE,auth-service,16,1700327301,d52efd23-6696-4145-a596-eb28c104e198,,HTTP request,,33.3,OK,,v2.0.1,e6a3c5aa-b336-4603-b37c-b3579600c7f2
ep_00000_NONE,NONE,auth-service,16,1700327301,6dd97ef8-4592-430a-97d0-37aa505d8d7a,d52efd23-6696-4145-a596-eb28c104e198,cache.get,,3.38,OK,,v2.0.1,e6a3c5aa-b336-4603-b37c-b3579600c7f2
ep_00000_NONE,NONE,auth-service,16,1700327301,a87c6612-9ac2-40a9-a090-002eafd59797,d52efd23-6696-4145-a596-eb28c104e198,db.query,READ,20.46,OK,,v2.0.1,e6a3c5aa-b336-4603-b37c-b3579600c7f2
ep_00000_NONE,NONE,auth-service,24,1700327309,1ea8a9f7-cc86-4d08-aac1-f058b06dff10,,HTTP request,,16.75,OK,,v2.0.1,74973f69-40ae-4c1b-96eb-3a20675fc23f
